country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
USA,46.51613,-84.39445,313.07,0.55,0.43,2025-07-11,805,N21,VIIRS,n,2.0NRT,279.42,3.09,N
USA,46.5206,-84.37724,298.43,0.55,0.43,2025-07-11,805,N21,VIIRS,n,2.0NRT,278.31,1.99,N
USA,46.72992,-92.07767,319.5,0.39,0.36,2025-07-11,805,N21,VIIRS,n,2.0NRT,288.11,2.56,N
USA,47.08088,-97.92113,323.09,0.57,0.43,2025-07-11,805,N21,VIIRS,n,2.0NRT,291.08,3.23,N
USA,47.27917,-98.23686,302.79,0.4,0.44,2025-07-11,805,N21,VIIRS,n,2.0NRT,290.6,0.6,N
USA,47.35445,-101.83082,298.54,0.58,0.52,2025-07-11,805,N21,VIIRS,n,2.0NRT,288.34,2.77,N
USA,47.35489,-101.83841,352.12,0.58,0.52,2025-07-11,805,N21,VIIRS,n,2.0NRT,291.59,21.08,N
USA,48.44297,-102.63554,301.96,0.32,0.55,2025-07-11,805,N21,VIIRS,n,2.0NRT,283.81,0.42,N
USA,48.50407,-102.9646,296.69,0.34,0.56,2025-07-11,805,N21,VIIRS,n,2.0NRT,282.8,0.8,N
USA,35.89394,-81.05555,301.94,0.49,0.65,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.79,0.97,N
USA,35.93527,-86.37704,302.89,0.51,0.49,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.67,1.23,N
USA,35.97791,-83.95683,319.53,0.34,0.56,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.34,1.41,N
USA,36.02337,-88.15932,324.01,0.41,0.45,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.82,1.69,N
USA,36.62358,-91.44694,302.37,0.43,0.38,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.22,0.33,N
USA,36.80632,-81.79709,298.22,0.43,0.62,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.23,1.34,N
USA,36.84798,-84.11562,308.98,0.32,0.55,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.58,1.43,N
USA,36.84947,-84.11614,316.3,0.32,0.54,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.57,1.22,N
USA,36.97243,-91.47076,306.3,0.43,0.38,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.82,0.6,N
USA,37.00521,-91.69278,307.79,0.42,0.38,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.62,0.91,N
USA,37.2199,-85.88368,303.75,0.5,0.49,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.76,0.91,N
USA,37.26751,-93.35926,305.03,0.39,0.36,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.82,0.47,N
USA,37.5329,-92.43244,307.32,0.4,0.37,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.84,0.57,N
USA,37.63909,-82.93567,300.29,0.35,0.57,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.16,0.64,N
USA,37.64354,-93.29162,302.95,0.39,0.36,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.8,0.58,N
USA,37.79458,-96.87292,309.29,0.42,0.38,2025-07-11,807,N21,VIIRS,n,2.0NRT,296.61,2.03,N
USA,37.96587,-90.07679,321.32,0.46,0.39,2025-07-11,807,N21,VIIRS,n,2.0NRT,294.28,2.33,N
USA,37.96894,-92.1712,304.31,0.4,0.37,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.12,0.48,N
USA,37.97546,-90.06827,306.16,0.46,0.39,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.64,0.78,N
USA,38.00083,-86.14399,310.92,0.47,0.48,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.47,2.51,N
USA,38.00346,-86.1438,343.3,0.47,0.48,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.68,5.83,N
USA,38.005,-86.14223,315.23,0.47,0.48,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.8,2.51,N
USA,38.00618,-86.14737,318.09,0.47,0.48,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.04,2.51,N
USA,38.00766,-90.08015,318.95,0.46,0.39,2025-07-11,807,N21,VIIRS,n,2.0NRT,294.45,3.56,N
USA,38.12624,-104.60783,301.98,0.33,0.55,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.98,0.92,N
USA,38.1784,-90.33904,308.17,0.45,0.39,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.73,1.37,N
USA,38.23226,-104.60854,305.73,0.33,0.55,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.87,1.13,N
USA,38.32878,-109.09895,316.59,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.36,12.47,N
USA,38.32893,-109.10459,367,0.59,0.7,2025-07-11,807,N21,VIIRS,h,2.0NRT,299.17,16.42,N
USA,38.32909,-109.11046,329.11,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290,16.42,N
USA,38.32925,-109.1168,297.43,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,285.65,3.33,N
USA,38.33432,-109.06564,316.32,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.27,10.85,N
USA,38.33449,-109.0718,351.57,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,298.45,10.85,N
USA,38.33469,-109.07909,351.81,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,298.79,13.24,N
USA,38.33489,-109.08636,309.32,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.56,13.24,N
USA,38.33506,-109.09261,327.67,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,294.08,10.8,N
USA,38.33522,-109.09831,345.93,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,297.99,10.8,N
USA,38.33536,-109.10378,367,0.59,0.7,2025-07-11,807,N21,VIIRS,h,2.0NRT,302.56,15.21,N
USA,38.33551,-109.10928,354.82,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,300.43,15.21,N
USA,38.33567,-109.11521,367,0.59,0.7,2025-07-11,807,N21,VIIRS,h,2.0NRT,301.81,13.71,N
USA,38.33585,-109.12171,355.02,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,301.47,13.71,N
USA,38.33604,-109.12885,325.91,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.23,6.77,N
USA,38.34071,-109.06359,314.37,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.48,10.85,N
USA,38.34087,-109.06947,348.75,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,296.25,10.85,N
USA,38.34106,-109.07626,344.47,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,297.43,13.24,N
USA,38.34127,-109.08388,341.99,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,295.87,13.24,N
USA,38.34146,-109.09071,329.22,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,294.64,10.8,N
USA,38.34163,-109.09667,332.97,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.47,10.8,N
USA,38.34179,-109.10264,326.96,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.22,15.21,N
USA,38.34196,-109.1087,317.39,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.26,15.21,N
USA,38.34212,-109.11488,319.51,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.61,13.71,N
USA,38.3423,-109.12115,314.54,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.07,13.71,N
USA,38.34248,-109.12774,322.26,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.12,6.77,N
USA,38.34267,-109.13477,315.18,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.25,6.77,N
USA,38.34286,-109.14193,298.51,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.24,2.37,N
USA,38.34728,-109.06839,301.49,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.5,2.94,N
USA,38.34747,-109.07475,329.96,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.16,7.37,N
USA,38.34765,-109.08147,334.62,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,294.89,7.37,N
USA,38.34785,-109.08855,324.95,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.03,8.23,N
USA,38.34803,-109.09489,318.01,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.67,8.23,N
USA,38.34821,-109.10137,320.6,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.67,6.91,N
USA,38.34839,-109.10808,319.18,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.53,6.91,N
USA,38.34858,-109.11471,313.35,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.36,4.11,N
USA,38.34875,-109.12115,301.58,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.83,4.11,N
USA,38.34893,-109.12739,299.17,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.48,3.49,N
USA,38.35407,-109.08044,314.59,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.39,7.37,N
USA,38.35426,-109.08715,333.14,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.45,8.23,N
USA,38.35446,-109.09416,335.07,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.47,8.23,N
USA,38.35464,-109.10063,336.39,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.63,6.91,N
USA,38.35482,-109.10707,321.99,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.58,6.91,N
USA,38.35501,-109.11388,307.56,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.21,4.11,N
USA,38.35522,-109.12101,322.73,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.49,4.11,N
USA,38.35539,-109.12724,314.56,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.11,3.49,N
USA,38.35612,-109.15369,297.16,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.79,1.54,N
USA,38.36164,-109.11985,323.6,0.59,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.21,7.5,N
USA,38.36183,-109.12646,326.17,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,290.34,6.96,N
USA,38.36201,-109.13291,329.03,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.79,6.96,N
USA,38.36219,-109.13931,303.36,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.7,4.53,N
USA,38.36242,-109.11683,303.45,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.15,4.46,N
USA,38.36258,-109.12369,324.75,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.6,4.46,N
USA,38.36272,-109.13021,323.13,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.15,5.55,N
USA,38.36287,-109.13663,315.21,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.84,5.55,N
USA,38.36301,-109.14306,301.22,0.6,0.7,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.78,2.15,N
USA,38.48815,-81.41959,306.14,0.4,0.6,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.95,0.97,N
USA,38.53352,-107.68118,310.57,0.5,0.65,2025-07-11,807,N21,VIIRS,n,2.0NRT,282.59,2.64,N
USA,38.53592,-107.68097,310.24,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,285.21,1.83,N
USA,38.53607,-107.68524,309.99,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.96,3.19,N
USA,38.53624,-107.69002,326.02,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.64,3.19,N
USA,38.53959,-107.68221,303.25,0.5,0.65,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.28,2.64,N
USA,38.53976,-107.68636,306.69,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.46,2.64,N
USA,38.53994,-107.69099,332.23,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.22,4.89,N
USA,38.54017,-107.69675,320.47,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.66,4.89,N
USA,38.54043,-107.70304,295.6,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,283.46,2.11,N
USA,38.54246,-107.69576,314.63,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.71,1.9,N
USA,38.54268,-107.70189,306.47,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.01,1.9,N
USA,38.5458,-107.68685,298.45,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.59,2,N
USA,38.54671,-107.70917,307.83,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.07,1.76,N
USA,38.54698,-107.71569,295.26,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.35,2.09,N
USA,38.54892,-107.70785,298.62,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,283.94,1.36,N
USA,38.54914,-107.71416,298.67,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.78,1.36,N
USA,38.55186,-107.68772,303.37,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.45,2,N
USA,38.55205,-107.69228,302.92,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,285.54,2.3,N
USA,38.5532,-107.72028,309.79,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.5,2.09,N
USA,38.55438,-107.69199,309.48,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.39,6.19,N
USA,38.55456,-107.69694,313.02,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.97,3.24,N
USA,38.55534,-107.71882,301.38,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.12,13.17,N
USA,38.55555,-107.72498,302.15,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.16,13.17,N
USA,38.55836,-107.69899,341.44,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,293.78,10.31,N
USA,38.55854,-107.70335,295.03,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.13,5.42,N
USA,38.55945,-107.72549,317.03,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286.84,60.15,N
USA,38.55972,-107.7318,318.49,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,286,60.15,N
USA,38.56066,-107.69889,330.8,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,292.37,3.24,N
USA,38.5608,-107.70293,302.66,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.53,3.24,N
USA,38.56137,-107.71865,305.09,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,284.76,13.17,N
USA,38.56157,-107.72425,344.01,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,302.37,13.17,N
USA,38.56177,-107.7301,367,0.5,0.66,2025-07-11,807,N21,VIIRS,h,2.0NRT,300.44,55.81,N
USA,38.56503,-107.71441,333.67,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,291.2,45.85,N
USA,38.56526,-107.71986,347.17,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,308.83,45.85,N
USA,38.56549,-107.72547,367,0.5,0.66,2025-07-11,807,N21,VIIRS,h,2.0NRT,338.12,60.15,N
USA,38.56576,-107.73199,367,0.5,0.66,2025-07-11,807,N21,VIIRS,h,2.0NRT,290.81,60.15,N
USA,38.56609,-107.73983,308.27,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.46,4.98,N
USA,38.56638,-107.74671,301.8,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,289.37,4.98,N
USA,38.56666,-107.75343,298.4,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,288.31,3.31,N
USA,38.56683,-107.70302,299.77,0.5,0.66,2025-07-11,807,N21,VIIRS,n,2.0NRT,287.48,11.24,N
